20240809	23:01:33	0602d98f-1308-4a15-b857-5b0036fedd7f	/new-page	GET
20240809	23:01:41	61edfa94-a4c7-472e-8954-2be1030a8460	/new-page	GET
20240809	23:01:41	83a3fdff-e546-46a9-a110-b6caea493953	/css/style.css	GET
20240809	23:01:41	07658887-64e8-4341-a00c-c9b101ad2987	/img/img1.jpg	GET
20240812	12:30:41	96b27f21-411d-4257-9eaf-ce608c20a6f0	GET	undefined	/
20240812	12:31:28	73bdbc20-e567-4635-955c-191792bf3db4	GET	undefined	/
20240812	12:31:28	559ea41e-fcf0-4b10-b3a1-41ad6b732aa2	GET	undefined	/favicon.ico
20240812	12:32:02	eecbfa69-e942-4597-a893-b3465d69089e	GET	undefined	/
20240812	12:32:02	49da5582-4953-41ee-8496-36aa910cd7e5	GET	undefined	/css/style.css
20240812	12:32:02	2a5d3241-21bb-4dde-8f0c-3cb9bd772a9b	GET	undefined	/favicon.ico
20240812	12:35:39	81fa6edb-c5a5-49c6-80f8-c5e97f528b3d	GET	undefined	/
20240812	12:35:39	d991d0a3-fe38-4340-ace4-512349e12dff	GET	undefined	/favicon.ico
20240812	12:36:25	23980a81-a209-4d1c-9de0-9b6940d07b9b	GET	undefined	/
20240812	12:36:25	772a2526-d60e-4792-bbbf-febfb7f63ce9	GET	undefined	/css/style.css
20240812	12:36:25	4880a71a-2a4e-4f9c-b8d7-59d3ad2a8e13	GET	undefined	/favicon.ico
20240812	12:37:26	62a619bc-ac72-4648-9be5-66207b2aaa90	GET	undefined	/Michael
20240812	12:37:26	ea719792-df21-4757-8967-a05fbbea4cb6	GET	undefined	/css/style.css
20240812	12:39:31	c5521f38-6aa5-4f9d-90a8-a91762460f88	GET	undefined	/Michael
20240812	12:39:31	22cfef1a-5514-4a27-81f2-db91728e90e2	GET	undefined	/favicon.ico
20240812	12:39:41	1572b3f5-515a-43ca-8c8c-f5f8264e92af	GET	undefined	/Michael
20240812	12:39:41	06aff5ae-e6b3-4820-bab5-1a3cd563b805	GET	undefined	/css/style.css
20240812	12:39:41	4edcfc43-d318-406a-a35b-0a75eb543b25	GET	undefined	/favicon.ico
20240812	12:45:17	2d8a0c40-4524-4257-936b-773d1e1d12ff	GET	undefined	/subdir
20240812	12:45:29	2a6cc1c8-2c59-48b5-86ca-5bbef1446b97	GET	undefined	/subdir/test
20240812	12:45:39	9c909344-9da1-4a3e-8bbd-62565cfb7949	GET	undefined	/subdir/hi
20240812	12:45:39	6dd03257-89f7-462c-b668-4aa4bea8f850	GET	undefined	/subdir/css/style.css
20240812	12:49:41	b4b0a43a-7347-424c-90cb-26a6e448b72b	GET	undefined	/subdir/hi
20240812	12:49:41	a2c9ec62-d64e-432b-8595-ba1874e6466c	GET	undefined	/subdir/css/style.css
20240812	12:49:41	a9f1da2e-9402-460f-8152-5ed4f4fa658c	GET	undefined	/favicon.ico
20240812	12:49:59	bd5c6520-209a-4089-8977-62ecde9400ae	GET	undefined	/subdir/hi
20240812	12:49:59	e7a92ad1-00ef-4077-b7dc-e286481ac741	GET	undefined	/subdir/css/style.css
20240812	12:49:59	e07f9286-7567-4333-a01c-1a3baa66267e	GET	undefined	/favicon.ico
20240812	12:58:33	ef748f30-3a83-4742-95a4-4ccc0aeae083	GET	undefined	/subdir/hi
20240812	12:58:33	dbdac883-9ca6-4d91-a05d-ffdf9f239cd1	GET	undefined	/subdir/css/style.css
20240812	12:58:33	a28ae387-ad73-4ab5-b0be-e998d5c70ff5	GET	undefined	/favicon.ico
20240812	12:58:38	ab7e7de2-739a-4451-8713-b74bd1c582bc	GET	undefined	/
20240812	12:58:38	fe299f21-b198-4a88-a836-3d4a76d013e1	GET	undefined	/css/style.css
20240812	12:58:49	02225f43-88ac-4b14-85f9-f97202b05d47	GET	undefined	/new-page.html
20240812	12:58:49	107fc603-669b-4a6f-b62a-65b728542b52	GET	undefined	/css/style.css
20240812	12:58:49	da8640f8-52af-4e17-b5a0-8cebcf5db9d3	GET	undefined	/img/img1.jpg
20240812	12:59:07	45e2a840-d35b-471f-8558-58a69e36c58a	GET	undefined	/old-page
20240812	12:59:07	3396b154-8526-482b-bfef-1f712bc1b0b0	GET	undefined	/css/style.css
20240812	12:59:11	4c48ba37-8af3-4aa7-bc82-6a5b2c57aef9	GET	undefined	/old-page.html
20240812	13:01:33	e52b31d6-1f9e-4236-b532-ed9f0bf2dd68	GET	undefined	/old-page.html
20240812	13:01:33	869d3fc7-b950-497f-8d98-da1e449a9981	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:01:33	b119d9f8-49ff-4135-8b10-e75284f83242	GET	undefined	/css/style.css
20240812	13:01:41	06523f88-a6da-4f9c-8303-cd5853004b0b	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:01:41	19d7a6a7-15bd-48b9-b74b-c0f28e8172f2	GET	undefined	/css/style.css
20240812	13:02:11	b7fe5551-297d-4828-a4fc-ae97dde8fb07	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:02:11	3e2d6285-c7a2-407d-8d02-69d6ed8da4f2	GET	undefined	/css/style.css
20240812	13:02:31	65478cb9-d5fa-46b1-9d4d-daa5d4ce532f	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:02:31	6b1d0e5e-da71-486f-8b44-86081a2a23ee	GET	undefined	/css/style.css
20240812	13:04:01	35036af9-df0e-410a-8233-169b97d3ef3b	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:04:01	7c410695-e65d-4ff1-a5c3-cb0921303617	GET	undefined	/css/style.css
20240812	13:05:04	a51b3224-a5cf-4afd-a932-304bd7b67b6a	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:05:04	0a8d734d-0a15-429c-984e-c2f4322edc94	GET	undefined	/css/style.css
20240812	13:05:09	76f201ec-509a-42eb-8467-75737d114330	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:05:10	74271ed5-2c6d-43d9-b8da-930e0a2dea1c	GET	undefined	/css/style.css
20240812	13:06:21	ba991a51-4a0c-4ed4-83f4-3d530fd805de	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:06:21	ae49de2a-bed4-4552-9f82-5f869b710d4d	GET	undefined	/css/style.css
20240812	13:07:55	73b2dc38-ec82-47a0-ad48-74f214cd3906	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:07:55	6e7598b0-a12c-4683-9384-2e9f8881b2a2	GET	undefined	/css/style.css
20240812	13:08:29	b51c0c99-ba17-41d3-8e54-19124ce3b396	GET	undefined	/
20240812	13:08:29	7b6a542b-72f0-4290-82ac-f9048783a3ae	GET	undefined	/css/style.css
20240812	13:08:34	ad416e86-17a6-453a-b82d-6f2bade56397	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:08:34	e705eaed-b327-44e8-bcb8-6f8ccca31d53	GET	undefined	/css/style.css
20240812	13:09:53	a4c0768b-46c6-4293-945a-d909e7ff9ea4	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:09:53	749d81d8-d923-4f52-839d-421756a367fd	GET	undefined	/css/style.css
20240812	13:10:28	fb9830ef-16e7-4cad-aaeb-5d4441982434	GET	undefined	/index.html
20240812	13:10:28	45b55746-9dd1-40e0-acc7-c48f5f162a4e	GET	undefined	/css/style.css
20240812	13:10:28	f9f65761-4308-44e3-bf59-0549b6275c96	GET	undefined	/favicon.ico
20240812	13:10:37	d0e103ac-fbe4-4d72-a655-f908568ed575	GET	undefined	/new-page.html
20240812	13:10:38	7e39a12e-0889-4ed1-af6b-67d180f87e06	GET	undefined	/css/style.css
20240812	13:10:38	50306289-06c4-4f1f-8b92-8a1dc0795b67	GET	undefined	/img/img1.jpg
20240812	13:11:23	725b75e3-957a-49e9-8d7e-b8638a4390f1	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:11:23	1a2caf6e-35b9-4388-bf4d-172084ebbbd9	GET	undefined	/css/style.css
20240812	13:12:43	422b6ec8-7d61-470d-9db1-294577e3f5f3	GET	undefined	/__
20240812	13:12:44	f7f64b7e-7d38-4784-8119-e3dc765eeee9	GET	undefined	/css/style.css
20240812	13:13:20	f62eabc2-2c28-4173-b48c-f071e60f072e	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:13:21	ffe3378f-a99c-4220-9509-21b1ebdf1dfb	GET	undefined	/css/style.css
20240812	13:14:38	1f24d8ad-6ec0-46cc-a282-235ea8b4f399	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:14:39	44f0f150-fc65-4a54-a2d4-e87d9830374e	GET	undefined	/css/style.css
20240812	13:14:39	5220230b-45a5-4787-997e-ffec9faedd95	GET	undefined	/favicon.ico
20240812	13:15:50	f4303f5d-522f-4970-9ac5-4394d2b56478	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:15:50	9e573ea3-84a3-4eb8-8a5e-f1f8a41a4f53	GET	undefined	/css/style.css
20240812	13:17:46	c26cecb1-e018-4f23-b681-7fba6519e9ac	GET	undefined	/
20240812	13:17:47	8366dd20-2c74-458f-b4b7-0a2b8168719a	GET	undefined	/css/style.css
20240812	13:17:47	3202e658-fb90-4a75-ba4c-69b2973f8c4c	GET	undefined	/favicon.ico
20240812	13:21:18	f383c934-b9c8-408c-9321-7a823b99fca8	GET	undefined	/
20240812	13:21:18	65d1411c-2666-41ae-94ec-cfa5d789e126	GET	undefined	/css/style.css
20240812	13:21:18	ba072eab-6a81-44c4-b55e-cc16c096f3dd	GET	undefined	/favicon.ico
20240812	13:21:25	360a96da-ddaf-45ce-ac9b-b5b1cd032223	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:21:25	88246dea-6d7a-4ed5-9d2b-4d58bb2773d3	GET	undefined	/css/style.css
20240812	13:22:48	b1f37529-b473-4b82-917e-5a11903c29df	GET	undefined	/hello
20240812	13:23:02	3ab336cb-1b73-40de-9336-71dcb8e8ebd6	GET	undefined	/favicon.ico
20240812	13:23:07	b42495c3-4358-47c3-a41c-7ce2136580c2	GET	undefined	/index.html
20240812	13:23:07	476d67ce-7ffd-4756-89eb-93a9a94bfa79	GET	undefined	/css/style.css
20240812	13:26:08	8b1f206d-2e6b-4d56-b4f9-e38e27f4b269	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:26:15	09abf77e-364c-475f-8b5e-2be01f616805	GET	undefined	/css/style.css
20240812	13:26:25	755987de-847d-499c-bd38-55d701b17252	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:27:24	1a1d077c-4a09-4b1c-8c7a-51a0fbaef695	GET	undefined	/css/style.css
20240812	13:29:38	8656a79f-42f1-408e-9b7f-d6d760276a1c	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:30:09	9d77adfa-92a5-43ed-b3c4-19714973a6f0	GET	undefined	/new-page.html
20240812	13:30:09	06c64a3c-ede6-4c04-9a83-20317a2152ff	GET	undefined	/css/style.css
20240812	13:30:09	5e1a3379-1475-454a-ad53-560c5c3810cf	GET	undefined	/img/img1.jpg
20240812	13:30:09	a7608a25-e530-4209-a96e-09a1b6ce0146	GET	undefined	/favicon.ico
20240812	13:33:33	3067186d-4fe3-45e1-a5f6-36fe185ab3ed	GET	undefined	/old-page
20240812	13:33:33	58316af5-080b-401b-b0e6-a1ef4c49986b	GET	undefined	/new-page.html
20240812	13:33:34	bc740500-8dfa-489a-9b87-b8cee2fcdbd2	GET	undefined	/css/style.css
20240812	13:33:34	ee34fb36-6fd0-4390-8f7c-fcc26b064758	GET	undefined	/img/img1.jpg
20240812	13:33:34	49c3b9cd-3f67-4b8e-a550-e766cce219ae	GET	undefined	/favicon.ico
20240812	13:33:46	0e8c098d-0c25-4a44-bf7d-f27cbdec0852	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:33:46	67d0bb2e-4857-4d3d-8c8c-e29ce8dd9e3a	GET	undefined	/css/style.css
20240812	13:34:03	f4e39766-fa16-406f-a084-c87617b9426d	GET	undefined	/new-page.html
20240812	13:34:04	7c6ff014-1ac7-404d-914e-fc38e1c86749	GET	undefined	/css/style.css
20240812	13:34:04	5cb1a793-4207-4ffc-9c42-022a8edbec73	GET	undefined	/img/img1.jpg
20240812	13:34:52	3780f1d2-6375-4b60-b148-c6a6413d4482	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:34:52	cd7dd992-50a0-4ba1-8a17-0aed40500c60	GET	undefined	/css/style.css
20240812	13:34:52	90a0d7c4-bda0-4e80-b8e8-0d7a2a4491a7	GET	undefined	/favicon.ico
20240812	13:35:04	d7851079-5d66-4c34-bde4-7a234eb2cfc2	GET	undefined	/new-page.html
20240812	13:35:04	4a59d6b5-2183-4912-a09e-db63b3fa6431	GET	undefined	/css/style.css
20240812	13:35:04	e1458766-370d-4aab-9cb9-63ae1abf0ff2	GET	undefined	/img/img1.jpg
20240812	13:35:11	371937c0-091f-45ad-a812-5969285611af	GET	undefined	/new-page.html
20240812	13:35:12	38a37273-39ec-4560-b345-f31bab0f888a	GET	undefined	/css/style.css
20240812	13:35:12	af4eeb90-c105-4959-86cb-e2dd52c8dae7	GET	undefined	/img/img1.jpg
20240812	13:35:36	80de2620-469b-4306-9c44-4b249c9e9103	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:35:36	f2af07c9-d2bc-4e85-8cf3-c5c5a73980e4	GET	undefined	/css/style.css
20240812	13:36:52	d4178033-3062-4814-aabe-7a37d9e5825b	GET	undefined	/new-page.html
20240812	13:36:52	ec6aefc8-aaaa-48ae-b833-a250e49ec386	GET	undefined	/css/style.css
20240812	13:36:52	19fc4216-aa63-4b69-a045-30d0aa0eadea	GET	undefined	/img/img1.jpg
20240812	13:37:02	55eb3c6a-3be0-4dce-9465-18726fed7768	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:37:02	705207b9-3d39-448e-8a1c-4252a1e4714a	GET	undefined	/css/style.css
20240812	13:37:11	8a938e1b-3954-45dc-9a72-720d11fbde7f	GET	undefined	/new-page.html
20240812	13:37:11	0e854df1-ad5c-4e4b-bccd-33133368995d	GET	undefined	/css/style.css
20240812	13:37:11	f03ff538-8ad7-4e27-a6d1-5d29e58d5ddf	GET	undefined	/img/img1.jpg
20240812	13:37:21	f2e76363-06f4-4ca7-9fec-9e13bfae594f	GET	undefined	/new-page.html
20240812	13:37:21	00ea9135-ead0-4773-ac9e-46937b441e0d	GET	undefined	/css/style.css
20240812	13:37:21	23d90b34-f883-4494-9f3f-2e6bd15b781b	GET	undefined	/img/img1.jpg
20240812	13:37:29	d63b79a9-cb36-42fb-bdc9-e1a53af987c7	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:37:29	15ed8dd5-685c-4025-afa3-76122b40c584	GET	undefined	/css/style.css
20240812	13:37:46	5375dd05-23ff-4be8-b533-31e9d2db6455	GET	undefined	/index.html
20240812	13:37:46	71dfa66d-90c3-4b56-a168-0dbd239566b8	GET	undefined	/css/style.css
20240812	13:37:53	4aaa3bd7-12f7-4550-a52d-08f366780396	GET	undefined	/index.htm
20240812	13:37:53	2f072388-f7f1-47fe-ae27-f4762cd793cc	GET	undefined	/css/style.css
20240812	13:37:57	b9bfbf02-64f6-4cdf-9ca3-83faa618d2df	GET	undefined	/index
20240812	13:37:57	d5116219-7271-4956-9d60-1c3d65134935	GET	undefined	/css/style.css
20240812	13:38:01	74cf9b61-3d8c-4631-a7fa-0082b91135a1	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:38:01	ee727494-b5ab-4819-b751-45792f742310	GET	undefined	/css/style.css
20240812	13:38:15	4466e959-9243-4054-82c8-73a5e2a64944	GET	undefined	/new-page.html
20240812	13:38:15	1343a556-6717-4fa9-9b60-ae183e19c2fc	GET	undefined	/img/img1.jpg
20240812	13:38:15	5b93c010-3470-41aa-bf3c-9f4392ba2a3c	GET	undefined	/css/style.css
20240812	13:39:06	6cd8f220-c03f-4a9f-8621-deef7087e366	GET	undefined	/new-page.html
20240812	13:39:06	80777401-d33a-4def-bb09-11cf6b2a4a5f	GET	undefined	/css/style.css
20240812	13:39:06	b3ffceb9-2586-447f-b08d-3008ed4ee2a6	GET	undefined	/img/img1.jpg
20240812	13:42:00	b3643b7a-6eb7-4ed0-b14e-b9b110ac8a53	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:42:00	e00d746e-e303-4f3a-85b5-9a66de082534	GET	undefined	/css/style.css
20240812	13:42:27	b259bf90-a0d7-41bc-86d4-22cf3d594e60	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:42:27	ad726b18-56cf-4fd7-8fe6-29a0c5630bef	GET	undefined	/css/style.css
20240812	13:42:48	ec955d81-2954-4171-a31f-9255907f2fb0	GET	undefined	/new-page.html
20240812	13:42:48	e15cd4d2-00c1-4566-bf04-54f580412b50	GET	undefined	/css/style.css
20240812	13:42:48	4febea7b-5c13-41db-ab5f-aee4a2a72e99	GET	undefined	/img/img1.jpg
20240812	13:43:26	cd56cd7b-d61d-4f53-ac13-6c5542f8aa75	GET	undefined	/new-page.html
20240812	13:43:26	9b6ba3c9-ca85-4690-bf8e-5e5a22f84a2f	GET	undefined	/css/style.css
20240812	13:43:26	6848ae09-9300-4545-ba59-3b538cfe9449	GET	undefined	/img/img1.jpg
20240812	13:43:49	b72b19fe-b2dd-435d-8267-dc19a05f18dd	GET	undefined	/new-page.html
20240812	13:43:49	bdcb7b20-e84c-42e9-ac3d-ccc5020c0389	GET	undefined	/img/img1.jpg
20240812	13:43:49	6c3096e5-09b6-441b-83b2-950abd8f61ca	GET	undefined	/css/style.css
20240812	13:44:08	265fd7f0-1dac-4475-8849-051d8d604890	GET	undefined	/new-page.html
20240812	13:44:09	bca148d6-559c-45b1-b46d-ea4cf169015e	GET	undefined	/css/style.css
20240812	13:44:09	10e4a53d-3af1-4f4a-a85a-fd30c4b33662	GET	undefined	/img/img1.jpg
20240812	13:44:13	cea2d84e-7712-4ccc-a26c-f7cd027e08c8	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:44:13	10208cec-0ec0-4f57-a780-8c421f4b359a	GET	undefined	/css/style.css
20240812	13:44:37	711495a0-621a-4c18-b1b9-55da2da17691	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:44:37	7809e5f0-286e-42f6-97eb-97f9a4a70f36	GET	undefined	/css/style.css
20240812	13:45:20	4d07cf61-03f7-4094-9ff3-a3a7c4cd256c	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:45:21	317508fd-c706-41d8-9c74-cb8bac76e2ee	GET	undefined	/css/style.css
20240812	13:45:29	717a525e-a63c-422b-bf0e-b1d07044321a	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:45:29	0c31ff73-48cb-4174-b133-e1ef62b6f06d	GET	undefined	/css/style.css
20240812	13:45:37	e3151bfb-64a7-4d62-8cc5-151432cfc3d0	GET	undefined	/new-page.html
20240812	13:45:37	39a238a7-4857-46d8-ae67-d03ad96911f9	GET	undefined	/img/img1.jpg
20240812	13:45:37	30444748-ef8c-42ae-b6d3-300ebb30e456	GET	undefined	/css/style.css
20240812	13:45:53	c843eec9-e558-4810-952d-b3667802754e	GET	undefined	/new-page
20240812	13:45:53	11ce2889-852c-4562-bb34-ae0afac63135	GET	undefined	/css/style.css
20240812	13:45:53	750eaee7-049b-4d21-869c-b234822ba56b	GET	undefined	/img/img1.jpg
20240812	13:45:53	a8489222-783f-4ece-bef0-aa6627bfcc4d	GET	undefined	/favicon.ico
20240812	13:45:56	680e8960-122b-4c75-9c87-2c190d69db00	GET	undefined	/new-page.html
20240812	13:45:56	3d51fe3d-7632-4617-b48d-2089083e92c5	GET	undefined	/css/style.css
20240812	13:45:56	cf89140d-1eb4-4a7c-bc89-4324cb350935	GET	undefined	/img/img1.jpg
20240812	13:46:18	e55d077b-82c2-4356-963f-1075dd127fbb	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:46:19	6d128181-8321-4824-abab-471e7c85a864	GET	undefined	/css/style.css
20240812	13:46:27	7bdead58-bf29-4db7-9d54-2d7e8cde2a0e	GET	undefined	/new-page.html
20240812	13:46:27	c5db1e67-1203-417b-915f-ac989074be15	GET	undefined	/css/style.css
20240812	13:46:27	73aa4f64-fb1f-4da1-8530-6e33a498e18d	GET	undefined	/img/img1.jpg
20240812	13:46:49	ecc12dcb-cb80-402e-9829-18f8085f47fa	GET	undefined	/new-page.html
20240812	13:46:49	00147300-bd26-49e9-9edd-6c4981bba35e	GET	undefined	/css/style.css
20240812	13:46:49	69539b78-aac3-4d80-aafe-885380364860	GET	undefined	/img/img1.jpg
20240812	13:47:18	05cd8491-a958-4b8d-b737-6c4142938a1a	GET	undefined	/new-page.html
20240812	13:51:58	fcbecae6-8775-4f31-b110-454db1a61636	GET	undefined	/css/style.css
20240812	13:51:59	a8662d4e-083a-4f5d-b224-5fca102748f4	GET	undefined	/img/img1.jpg
20240812	13:52:38	3fbb303c-aa54-4b93-ae65-abe76bb5d274	GET	undefined	/new-page.html
20240812	13:52:50	f848c40b-5898-4f47-99c1-bc7e015db8ea	GET	undefined	/css/style.css
20240812	13:52:50	1be0fb35-d48b-4252-accb-0ec67f0d28e0	GET	undefined	/img/img1.jpg
20240812	13:53:20	fe10e6aa-fedc-4b55-9845-7b159982f01c	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:53:20	3a89f40c-970d-4e8e-8303-a46247b09036	GET	undefined	/css/style.css
20240812	13:53:46	54aeae24-492a-4909-b4f1-a1328f59595b	GET	undefined	/__dirname%5Cnew-page.html
20240812	13:53:46	d3a4c0bb-93f0-4e38-8f76-fda286fb6093	GET	undefined	/css/style.css
20240812	14:06:46	551114b6-b492-4dfe-98aa-7fb141fc0047	GET	undefined	/new-page.html
20240812	14:06:46	d62dd3f4-50e3-475e-b5d8-60c72fdb20a0	GET	undefined	/img/img1.jpg
20240812	14:06:46	08bd9564-fa1c-453b-8141-d1b159ae483d	GET	undefined	/css/style.css
20240812	14:06:51	aee86fb6-99b1-424a-bcda-3b72caae7633	GET	undefined	/__dirname%5Cnew-page.html
20240812	14:06:51	002dd7fe-b994-46f5-bd23-fcd67b9c8eff	GET	undefined	/css/style.css
20240812	14:08:07	34129a62-e04c-4c43-8c95-4b7c4c0884bc	GET	undefined	/_old-page
20240812	14:08:07	cc24b18d-dce8-49a5-928e-8a4a28fd3d10	GET	undefined	/css/style.css
20240812	14:08:11	e2d3e87c-7aa4-4a20-82d4-4c283d4cc424	GET	undefined	/new-page.html
20240812	14:08:11	b5b1171a-e4d3-450d-98d9-77efce8c1752	GET	undefined	/css/style.css
20240812	14:08:11	bd910c6b-d480-4861-bd9e-b32bd2ea93b9	GET	undefined	/img/img1.jpg
20240812	16:34:32	3415a3ba-9778-4f28-b93e-40f7cefcce1d	GET	undefined	/new-page.html
20240812	16:34:32	bc74cca1-a08b-4468-a300-a65328eb1173	GET	undefined	/img/img1.jpg
20240812	16:34:32	a3dd4f6e-ea5f-4c12-880a-3f38ff87ecfc	GET	undefined	/css/style.css
20240812	16:48:05	96ad0d49-1256-430d-802e-c54fb9f146ec	GET	undefined	/new-page
20240812	16:48:06	3ffe34d4-e1f0-422a-b1ff-c9de83d26abb	GET	undefined	/css/style.css
20240812	16:48:06	89cc5cff-dcaf-4549-a380-3e41b18de62e	GET	undefined	/img/img1.jpg
20240812	16:49:24	e2d267a7-4679-44fd-ab97-a42a16255cf6	GET	undefined	/new-page.html
20240812	16:49:24	42a9ff0f-5d65-4d9a-a54b-effc8505c1f8	GET	undefined	/img/img1.jpg
20240812	16:49:24	4e78e849-9e49-43fc-88a4-8aeb94578def	GET	undefined	/css/style.css
20240812	16:49:33	cb319b40-f9cb-4171-8a9a-d4cddd852de5	GET	undefined	/__dirname%5Cnew-page.html
20240812	16:49:33	8a3b5152-cba4-4b98-89d5-1174031b7aeb	GET	undefined	/css/style.css
20240812	17:05:16	9587e3b0-4b53-433f-9f28-ae0fc1b7faa1	GET	undefined	/__dirname/new-page.html
20240812	17:05:16	9fc9ca02-e903-43f4-9663-57447aba4f14	GET	undefined	/__dirname/css/style.css
20240812	17:05:24	9b134e7d-22c6-493b-950d-adcddc47fe76	GET	undefined	/new-page.html
20240812	17:05:24	bdb0d962-c103-4ea7-aaf6-f4bb1384913d	GET	undefined	/img/img1.jpg
20240812	17:05:24	06571d2d-511f-4432-98d9-8b18e5253731	GET	undefined	/css/style.css
20240812	17:10:14	88ddd78b-31c8-43d5-b92e-c4f4ce23f75f	GET	undefined	/employees
20240812	17:11:27	704130b5-7604-4eb4-b531-8d118b5208f2	POST	undefined	/employees
20240812	17:12:13	302d9e49-7f5f-4409-ab3a-036b5adf1fae	POST	undefined	/employees
20240812	17:12:42	489aa23f-f739-4fde-bd35-0cf47dc071c7	POST	undefined	/employees
20240812	18:34:42	043a5823-f071-4810-ba58-38a70868f2a4	POST	undefined	/employees
20240812	18:35:13	a87adacd-dfa4-4fc0-9494-a3c453c87e31	POST	undefined	/employees
20240812	21:30:19	2bf23a10-0990-4f4b-981c-e2217b156bf9	GET	undefined	/
20240812	21:30:19	8e3c8a8b-88ff-44e1-ae02-341bdef419bf	GET	undefined	/css/style.css
20240812	21:31:47	69640efd-a768-4cc1-97c9-723db622ca04	POST	undefined	/register
20240812	21:32:56	7c95ef61-56a2-4913-b073-5ec17d9da4d4	POST	undefined	/register
20240812	21:38:55	17a273eb-f859-435c-a294-d5fdb84b3d29	POST	undefined	/register
20240812	21:41:06	56702bca-cbf6-49c1-aac0-680b5933e875	POST	undefined	/register
20240812	21:41:20	6777ffea-8889-4e6e-b243-522d783fbe1b	POST	undefined	/register
